"ProductID","ProductPhotoID","Primary","ModifiedDate"
"1","1","True","3/31/2008 12:00:00 AM"
"2","1","True","3/31/2008 12:00:00 AM"
"3","1","True","3/31/2008 12:00:00 AM"
"4","1","True","3/31/2008 12:00:00 AM"
"316","1","True","3/31/2008 12:00:00 AM"
"317","1","True","3/31/2008 12:00:00 AM"
"318","1","True","3/31/2008 12:00:00 AM"
"319","1","True","3/31/2008 12:00:00 AM"
"320","1","True","3/31/2008 12:00:00 AM"
"321","1","True","3/31/2008 12:00:00 AM"
"322","1","True","3/31/2008 12:00:00 AM"
"323","1","True","3/31/2008 12:00:00 AM"
"324","1","True","3/31/2008 12:00:00 AM"
"325","1","True","3/31/2008 12:00:00 AM"
"326","1","True","3/31/2008 12:00:00 AM"
"327","1","True","3/31/2008 12:00:00 AM"
"328","1","True","3/31/2008 12:00:00 AM"
"329","1","True","3/31/2008 12:00:00 AM"
"330","1","True","3/31/2008 12:00:00 AM"
"331","1","True","3/31/2008 12:00:00 AM"
"332","160","True","3/31/2008 12:00:00 AM"
"341","1","True","3/31/2008 12:00:00 AM"
"342","1","True","3/31/2008 12:00:00 AM"
"343","1","True","3/31/2008 12:00:00 AM"
"344","1","True","3/31/2008 12:00:00 AM"
"345","1","True","3/31/2008 12:00:00 AM"
"346","1","True","3/31/2008 12:00:00 AM"
"347","1","True","3/31/2008 12:00:00 AM"
"348","1","True","3/31/2008 12:00:00 AM"
"349","1","True","3/31/2008 12:00:00 AM"
"350","1","True","3/31/2008 12:00:00 AM"
"351","1","True","3/31/2008 12:00:00 AM"
"352","1","True","3/31/2008 12:00:00 AM"
"355","1","True","3/31/2008 12:00:00 AM"
"356","1","True","3/31/2008 12:00:00 AM"
"357","1","True","3/31/2008 12:00:00 AM"
"358","1","True","3/31/2008 12:00:00 AM"
"359","1","True","3/31/2008 12:00:00 AM"
"360","1","True","3/31/2008 12:00:00 AM"
"361","1","True","3/31/2008 12:00:00 AM"
"362","1","True","3/31/2008 12:00:00 AM"
"363","1","True","3/31/2008 12:00:00 AM"
"364","1","True","3/31/2008 12:00:00 AM"
"365","1","True","3/31/2008 12:00:00 AM"
"366","1","True","3/31/2008 12:00:00 AM"
"367","1","True","3/31/2008 12:00:00 AM"
"368","1","True","3/31/2008 12:00:00 AM"
"369","1","True","3/31/2008 12:00:00 AM"
"370","1","True","3/31/2008 12:00:00 AM"
"371","1","True","3/31/2008 12:00:00 AM"
"372","1","True","3/31/2008 12:00:00 AM"
"373","1","True","3/31/2008 12:00:00 AM"
"374","1","True","3/31/2008 12:00:00 AM"
"375","1","True","3/31/2008 12:00:00 AM"
"376","1","True","3/31/2008 12:00:00 AM"
"377","1","True","3/31/2008 12:00:00 AM"
"378","1","True","3/31/2008 12:00:00 AM"
"379","1","True","3/31/2008 12:00:00 AM"
"380","1","True","3/31/2008 12:00:00 AM"
"381","1","True","3/31/2008 12:00:00 AM"
"382","1","True","3/31/2008 12:00:00 AM"
"383","1","True","3/31/2008 12:00:00 AM"
"384","1","True","3/31/2008 12:00:00 AM"
"385","1","True","3/31/2008 12:00:00 AM"
"386","1","True","3/31/2008 12:00:00 AM"
"387","1","True","3/31/2008 12:00:00 AM"
"388","1","True","3/31/2008 12:00:00 AM"
"389","1","True","3/31/2008 12:00:00 AM"
"390","1","True","3/31/2008 12:00:00 AM"
"391","1","True","3/31/2008 12:00:00 AM"
"392","1","True","3/31/2008 12:00:00 AM"
"393","1","True","3/31/2008 12:00:00 AM"
"394","1","True","3/31/2008 12:00:00 AM"
"395","1","True","3/31/2008 12:00:00 AM"
"396","1","True","3/31/2008 12:00:00 AM"
"397","1","True","3/31/2008 12:00:00 AM"
"398","1","True","3/31/2008 12:00:00 AM"
"399","1","True","3/31/2008 12:00:00 AM"
"400","1","True","3/31/2008 12:00:00 AM"
"401","1","True","3/31/2008 12:00:00 AM"
"402","1","True","3/31/2008 12:00:00 AM"
"403","1","True","3/31/2008 12:00:00 AM"
"404","1","True","3/31/2008 12:00:00 AM"
"405","1","True","3/31/2008 12:00:00 AM"
"406","1","True","3/31/2008 12:00:00 AM"
"407","1","True","3/31/2008 12:00:00 AM"
"408","1","True","3/31/2008 12:00:00 AM"
"409","1","True","3/31/2008 12:00:00 AM"
"410","1","True","3/31/2008 12:00:00 AM"
"411","1","True","3/31/2008 12:00:00 AM"
"412","1","True","3/31/2008 12:00:00 AM"
"413","1","True","3/31/2008 12:00:00 AM"
"414","1","True","3/31/2008 12:00:00 AM"
"415","1","True","3/31/2008 12:00:00 AM"
"416","1","True","3/31/2008 12:00:00 AM"
"417","1","True","3/31/2008 12:00:00 AM"
"418","1","True","3/31/2008 12:00:00 AM"
"419","1","True","3/31/2008 12:00:00 AM"
"420","1","True","3/31/2008 12:00:00 AM"
"421","1","True","3/31/2008 12:00:00 AM"
"422","1","True","3/31/2008 12:00:00 AM"
"423","1","True","3/31/2008 12:00:00 AM"
"424","1","True","3/31/2008 12:00:00 AM"
"425","1","True","3/31/2008 12:00:00 AM"
"426","1","True","3/31/2008 12:00:00 AM"
"427","1","True","3/31/2008 12:00:00 AM"
"428","1","True","3/31/2008 12:00:00 AM"
"429","1","True","3/31/2008 12:00:00 AM"
"430","1","True","3/31/2008 12:00:00 AM"
"431","1","True","3/31/2008 12:00:00 AM"
"432","1","True","3/31/2008 12:00:00 AM"
"433","1","True","3/31/2008 12:00:00 AM"
"434","1","True","3/31/2008 12:00:00 AM"
"435","1","True","3/31/2008 12:00:00 AM"
"436","1","True","3/31/2008 12:00:00 AM"
"437","1","True","3/31/2008 12:00:00 AM"
"438","1","True","3/31/2008 12:00:00 AM"
"439","1","True","3/31/2008 12:00:00 AM"
"440","1","True","3/31/2008 12:00:00 AM"
"441","1","True","3/31/2008 12:00:00 AM"
"442","1","True","3/31/2008 12:00:00 AM"
"443","1","True","3/31/2008 12:00:00 AM"
"444","1","True","3/31/2008 12:00:00 AM"
"445","1","True","3/31/2008 12:00:00 AM"
"446","1","True","3/31/2008 12:00:00 AM"
"447","1","True","3/31/2008 12:00:00 AM"
"448","1","True","3/31/2008 12:00:00 AM"
"449","1","True","3/31/2008 12:00:00 AM"
"450","1","True","3/31/2008 12:00:00 AM"
"451","1","True","3/31/2008 12:00:00 AM"
"452","1","True","3/31/2008 12:00:00 AM"
"453","1","True","3/31/2008 12:00:00 AM"
"454","1","True","3/31/2008 12:00:00 AM"
"455","1","True","3/31/2008 12:00:00 AM"
"456","1","True","3/31/2008 12:00:00 AM"
"457","1","True","3/31/2008 12:00:00 AM"
"458","1","True","3/31/2008 12:00:00 AM"
"459","1","True","3/31/2008 12:00:00 AM"
"460","1","True","3/31/2008 12:00:00 AM"
"461","1","True","3/31/2008 12:00:00 AM"
"462","1","True","3/31/2008 12:00:00 AM"
"463","1","True","3/31/2008 12:00:00 AM"
"464","1","True","3/31/2008 12:00:00 AM"
"465","1","True","3/31/2008 12:00:00 AM"
"466","1","True","3/31/2008 12:00:00 AM"
"467","1","True","3/31/2008 12:00:00 AM"
"468","1","True","3/31/2008 12:00:00 AM"
"469","1","True","3/31/2008 12:00:00 AM"
"470","1","True","3/31/2008 12:00:00 AM"
"471","1","True","3/31/2008 12:00:00 AM"
"472","1","True","3/31/2008 12:00:00 AM"
"473","1","True","3/31/2008 12:00:00 AM"
"474","1","True","3/31/2008 12:00:00 AM"
"475","1","True","3/31/2008 12:00:00 AM"
"476","1","True","3/31/2008 12:00:00 AM"
"477","1","True","3/31/2008 12:00:00 AM"
"478","1","True","3/31/2008 12:00:00 AM"
"479","1","True","3/31/2008 12:00:00 AM"
"480","1","True","3/31/2008 12:00:00 AM"
"481","1","True","3/31/2008 12:00:00 AM"
"482","1","True","3/31/2008 12:00:00 AM"
"483","1","True","3/31/2008 12:00:00 AM"
"484","1","True","3/31/2008 12:00:00 AM"
"485","1","True","3/31/2008 12:00:00 AM"
"486","1","True","3/31/2008 12:00:00 AM"
"487","1","True","3/31/2008 12:00:00 AM"
"488","1","True","3/31/2008 12:00:00 AM"
"489","1","True","3/31/2008 12:00:00 AM"
"490","1","True","3/31/2008 12:00:00 AM"
"491","1","True","3/31/2008 12:00:00 AM"
"492","1","True","3/31/2008 12:00:00 AM"
"493","1","True","3/31/2008 12:00:00 AM"
"494","1","True","3/31/2008 12:00:00 AM"
"495","1","True","3/31/2008 12:00:00 AM"
"496","1","True","3/31/2008 12:00:00 AM"
"497","1","True","3/31/2008 12:00:00 AM"
"504","1","True","3/31/2008 12:00:00 AM"
"505","1","True","3/31/2008 12:00:00 AM"
"506","1","True","3/31/2008 12:00:00 AM"
"507","1","True","3/31/2008 12:00:00 AM"
"508","1","True","3/31/2008 12:00:00 AM"
"509","1","True","3/31/2008 12:00:00 AM"
"510","1","True","3/31/2008 12:00:00 AM"
"511","1","True","3/31/2008 12:00:00 AM"
"512","1","True","3/31/2008 12:00:00 AM"
"513","1","True","3/31/2008 12:00:00 AM"
"514","1","True","3/31/2008 12:00:00 AM"
"515","1","True","3/31/2008 12:00:00 AM"
"516","1","True","3/31/2008 12:00:00 AM"
"517","1","True","3/31/2008 12:00:00 AM"
"518","1","True","3/31/2008 12:00:00 AM"
"519","1","True","3/31/2008 12:00:00 AM"
"520","1","True","3/31/2008 12:00:00 AM"
"521","1","True","3/31/2008 12:00:00 AM"
"522","1","True","3/31/2008 12:00:00 AM"
"523","1","True","3/31/2008 12:00:00 AM"
"524","1","True","3/31/2008 12:00:00 AM"
"525","1","True","3/31/2008 12:00:00 AM"
"526","1","True","3/31/2008 12:00:00 AM"
"527","1","True","3/31/2008 12:00:00 AM"
"528","1","True","3/31/2008 12:00:00 AM"
"529","1","True","3/31/2008 12:00:00 AM"
"530","1","True","3/31/2008 12:00:00 AM"
"531","1","True","3/31/2008 12:00:00 AM"
"532","1","True","3/31/2008 12:00:00 AM"
"533","1","True","3/31/2008 12:00:00 AM"
"534","1","True","3/31/2008 12:00:00 AM"
"535","1","True","3/31/2008 12:00:00 AM"
"679","1","True","3/31/2008 12:00:00 AM"
"680","1","True","3/31/2008 12:00:00 AM"
"706","1","True","3/31/2008 12:00:00 AM"
"707","1","True","5/1/2011 12:00:00 AM"
"708","1","True","5/1/2011 12:00:00 AM"
"709","1","True","5/1/2011 12:00:00 AM"
"710","1","True","5/1/2011 12:00:00 AM"
"711","1","True","5/1/2011 12:00:00 AM"
"712","1","True","5/1/2011 12:00:00 AM"
"713","162","True","5/1/2011 12:00:00 AM"
"714","162","True","5/1/2011 12:00:00 AM"
"715","162","True","5/1/2011 12:00:00 AM"
"716","162","True","5/1/2011 12:00:00 AM"
"717","1","True","5/1/2011 12:00:00 AM"
"718","1","True","5/1/2011 12:00:00 AM"
"719","1","True","5/1/2011 12:00:00 AM"
"720","1","True","5/1/2011 12:00:00 AM"
"721","1","True","5/1/2011 12:00:00 AM"
"722","1","True","5/1/2011 12:00:00 AM"
"723","1","True","5/1/2011 12:00:00 AM"
"724","1","True","5/1/2011 12:00:00 AM"
"725","1","True","5/1/2011 12:00:00 AM"
"726","1","True","5/1/2011 12:00:00 AM"
"727","1","True","5/1/2011 12:00:00 AM"
"728","1","True","5/1/2011 12:00:00 AM"
"729","1","True","5/1/2011 12:00:00 AM"
"730","1","True","5/1/2011 12:00:00 AM"
"731","1","True","5/1/2011 12:00:00 AM"
"732","1","True","5/1/2011 12:00:00 AM"
"733","1","True","5/1/2011 12:00:00 AM"
"734","1","True","5/1/2011 12:00:00 AM"
"735","1","True","5/1/2011 12:00:00 AM"
"736","1","True","5/1/2011 12:00:00 AM"
"737","1","True","5/1/2011 12:00:00 AM"
"738","1","True","5/1/2011 12:00:00 AM"
"739","143","True","5/1/2011 12:00:00 AM"
"740","143","True","5/1/2011 12:00:00 AM"
"741","143","True","5/1/2011 12:00:00 AM"
"742","143","True","5/1/2011 12:00:00 AM"
"743","139","True","5/1/2011 12:00:00 AM"
"744","139","True","5/1/2011 12:00:00 AM"
"745","139","True","5/1/2011 12:00:00 AM"
"746","139","True","5/1/2011 12:00:00 AM"
"747","139","True","5/1/2011 12:00:00 AM"
"748","143","True","5/1/2011 12:00:00 AM"
"749","126","True","5/1/2011 12:00:00 AM"
